fid,2021-01_ndvi,2021-02_ndvi,2021-03_ndvi,2021-04_ndvi,2021-05_ndvi,2021-06_ndvi,2021-07_ndvi,2021-08_ndvi,2021-09_ndvi,2021-10_ndvi,2021-11_ndvi,2021-12_ndvi,2022-01_ndvi,2022-02_ndvi,2022-03_ndvi,2022-04_ndvi,2022-05_ndvi,2022-06_ndvi,2022-07_ndvi,2022-08_ndvi,2022-09_ndvi,2022-10_ndvi,2022-11_ndvi,2022-12_ndvi,2023-01_ndvi,2023-02_ndvi,2023-03_ndvi,2023-04_ndvi,2023-05_ndvi,2023-06_ndvi,2023-07_ndvi,2023-08_ndvi,2023-09_ndvi,2023-10_ndvi,2023-11_ndvi,2023-12_ndvi,2024-01_ndvi,2024-02_ndvi,2024-03_ndvi,2024-04_ndvi,2024-05_ndvi,2024-06_ndvi,2024-07_ndvi,2024-08_ndvi,2024-09_ndvi,2024-10_ndvi,2024-11_ndvi,2024-12_ndvi
249,0.293745513,0.26231355,0.233594152,0.233206057,0.227488029,0.362212527,0.586249752,0.739302128,0.744624229,0.619671408,0.485867566,0.328836372,0.292621333,0.256662153,0.231023899,0.235249111,0.238364182,0.462583406,0.654824,0.751601132,0.755530714,0.61152121,0.510329325,0.354216943,0.311143283,0.274742239,0.251124404,0.253695715,0.254185996,0.323616891,0.505578609,0.743722575,0.785799481,0.576245427,0.459973207,0.318564252,0.282220673,0.246340628,0.228251033,0.229002773,0.234420617,0.239922571,0.413256249,0.721315109,0.77578135,0.636509182,0.41249187,0.345058237
250,0.261229948,0.232774682,0.217351155,0.211628821,0.202280662,0.249126164,0.379273574,0.536029593,0.558747112,0.460515559,0.383161683,0.272147172,0.246930604,0.223125595,0.211511741,0.200800016,0.195329415,0.244885717,0.382499238,0.560341534,0.617131435,0.453154432,0.444196634,0.307893111,0.26141623,0.238029482,0.223422269,0.218370503,0.206380259,0.208413553,0.31288989,0.558294347,0.61299951,0.487025878,0.355755955,0.266789512,0.252635283,0.222753349,0.215142161,0.204255413,0.194480962,0.184358057,0.321419286,0.529464669,0.634111985,0.566716971,0.364255234,0.31838644
251,0.252575489,0.229233323,0.212627997,0.209156978,0.197317304,0.232397381,0.355842857,0.505598633,0.517356504,0.395499623,0.373975274,0.266298472,0.245890514,0.223138307,0.210660297,0.199500845,0.192153387,0.205915932,0.330610352,0.556499565,0.628017942,0.432266352,0.435472117,0.308873055,0.266643576,0.244051049,0.227108704,0.219076719,0.208022023,0.20957175,0.332788414,0.544085053,0.608879236,0.475388648,0.344380788,0.269508483,0.255994441,0.226000692,0.21817908,0.206065169,0.195227673,0.185839424,0.311976513,0.534093202,0.636227801,0.562128961,0.374640455,0.32673582
252,0.255723443,0.233774901,0.215431461,0.210397122,0.202515377,0.21850287,0.296552018,0.430314515,0.48255727,0.430402992,0.422074448,0.279008941,0.249904369,0.225478115,0.213104569,0.204626356,0.200043572,0.232554977,0.406050191,0.57145829,0.608209259,0.422191648,0.430032585,0.305220888,0.26432021,0.245257026,0.229394217,0.222968872,0.213071215,0.212927079,0.30852797,0.502169958,0.589986365,0.491935163,0.371981507,0.279362582,0.259881341,0.231347756,0.223205928,0.21217221,0.204056205,0.195709416,0.313014355,0.506826067,0.614212371,0.558383089,0.366208873,0.317037716
253,0.240988473,0.225386998,0.207493378,0.203216413,0.194170073,0.209735783,0.319100658,0.454133667,0.46001435,0.362915244,0.36228446,0.267347293,0.248635024,0.225472066,0.212246032,0.203580405,0.193538031,0.20780155,0.308826815,0.550384979,0.56584573,0.387061411,0.383697955,0.300045552,0.263806067,0.245567307,0.227142003,0.217663352,0.205987712,0.21314461,0.28822472,0.495980552,0.564907536,0.443170318,0.332902869,0.268963109,0.255979831,0.227095341,0.21722714,0.20556253,0.197513113,0.187798778,0.25279243,0.48467625,0.576016746,0.503282286,0.340432221,0.306673594
254,0.504294939,0.440835471,0.384675227,0.368557573,0.347259697,0.430708436,0.436864809,0.541615626,0.592836406,0.580874392,0.586804386,0.521056326,0.494989269,0.415728652,0.356697393,0.350141356,0.377794739,0.427570873,0.5159765,0.503615758,0.583234366,0.533407386,0.590651696,0.548539578,0.522153705,0.424951723,0.409720466,0.394088489,0.375142491,0.471907296,0.535944345,0.552045658,0.615409326,0.56063107,0.582138525,0.543836491,0.470407768,0.437562988,0.406376482,0.36738859,0.392628057,0.400221877,0.42214379,0.543783038,0.611769928,0.584832964,0.565655669,0.552779838
255,0.592010802,0.531413801,0.488931202,0.469472356,0.466582164,0.47215152,0.513196079,0.605351231,0.669448563,0.614686198,0.647842373,0.597074191,0.577170921,0.506763625,0.452644561,0.445158618,0.456474937,0.519948271,0.528274523,0.544752293,0.649359218,0.571610413,0.646816162,0.621636615,0.595031937,0.521836356,0.511826579,0.501898899,0.488545409,0.573553934,0.565788998,0.556582844,0.678077098,0.613174345,0.658591844,0.604391312,0.558719436,0.537291872,0.500261729,0.47302656,0.490250799,0.478327389,0.482053952,0.590253387,0.659100211,0.642006092,0.619467666,0.620922965
256,0.230139411,0.207029182,0.199932342,0.193730615,0.187428385,0.19668193,0.222467368,0.331796488,0.315036291,0.260396464,0.238501225,0.22054345,0.217264366,0.202785323,0.191773705,0.189847742,0.186126752,0.196078557,0.233743372,0.380822942,0.3575957,0.257256762,0.255553108,0.239121137,0.223091163,0.207757673,0.195721566,0.194345202,0.189903202,0.183236977,0.26800321,0.380677834,0.41391219,0.31633525,0.253834213,0.233504998,0.225894115,0.206156954,0.203038933,0.197034829,0.187765893,0.184285577,0.240194336,0.353605697,0.338957653,0.271661087,0.225728541,0.23327999
257,0.268912825,0.239985282,0.220022494,0.216973731,0.209988581,0.283615826,0.504371807,0.664391944,0.684142098,0.506988027,0.384806319,0.282584876,0.254796076,0.227018801,0.209404334,0.203654983,0.203116423,0.290609653,0.479931311,0.667682328,0.71182234,0.530403456,0.459329978,0.329817024,0.285235036,0.243344468,0.236780831,0.227592659,0.214472233,0.206401984,0.432818251,0.679317764,0.723388636,0.510714798,0.409367852,0.293193969,0.262974529,0.234516346,0.212836965,0.199808069,0.196732677,0.186569163,0.318098919,0.600302379,0.714915369,0.634711737,0.392638605,0.296871963
258,0.276065136,0.246056192,0.226657927,0.222513173,0.21569704,0.28455563,0.472069405,0.638007339,0.639133796,0.424813939,0.331569228,0.269256587,0.248166458,0.224884783,0.209936217,0.203234281,0.200907787,0.273915414,0.395392034,0.643659482,0.717689631,0.526625949,0.497207441,0.332887375,0.286707029,0.242116186,0.234461516,0.226626532,0.216249883,0.226639722,0.457160643,0.693745526,0.696255582,0.508948445,0.390440926,0.291348794,0.257723086,0.231357449,0.212643897,0.201277687,0.197348037,0.195604993,0.34156131,0.668746331,0.704753914,0.603955311,0.341205651,0.284083595
259,0.291703768,0.253871492,0.229989363,0.220414797,0.209258489,0.228947585,0.472373469,0.657607882,0.671313864,0.516604892,0.420255277,0.300177697,0.274147974,0.236466785,0.216576665,0.209463512,0.214662719,0.333226914,0.558727142,0.72239681,0.693486087,0.483396317,0.464068194,0.344813412,0.293780328,0.253323362,0.249009553,0.237933659,0.222322101,0.229050247,0.383843894,0.659437194,0.729654384,0.504102325,0.411808963,0.311433565,0.275486401,0.247885532,0.225476072,0.219595822,0.213181196,0.19250909,0.292149625,0.557823918,0.722170905,0.663436924,0.384169275,0.328026828
260,0.290586584,0.255166782,0.22954746,0.21950223,0.214982376,0.233600742,0.463676749,0.663022033,0.666326968,0.543845019,0.425468203,0.311661483,0.286493326,0.246744298,0.224013525,0.216528948,0.214711663,0.305569052,0.559809284,0.74069783,0.695054745,0.458653473,0.43134977,0.343551631,0.296898785,0.254396781,0.25128776,0.241388583,0.22484007,0.226972287,0.403251465,0.700424243,0.753136333,0.484519856,0.407086003,0.316109349,0.28519256,0.253730276,0.230521096,0.22243854,0.216640588,0.19209131,0.287969156,0.563692389,0.752143479,0.692419387,0.380717019,0.327949377
261,0.279112787,0.244043138,0.2218607,0.214053373,0.208907774,0.227520139,0.400491008,0.627385014,0.642507872,0.491708007,0.402527023,0.288837406,0.257700807,0.226964557,0.211044893,0.202276797,0.204505295,0.299663085,0.531741498,0.698105736,0.672855314,0.452807633,0.425745123,0.330574212,0.28175556,0.245087422,0.23919602,0.227679061,0.213244891,0.202825263,0.372629241,0.655968271,0.716633255,0.481406403,0.400756271,0.304544044,0.26687098,0.239263448,0.219801112,0.215359328,0.204312067,0.181389931,0.284802176,0.53823049,0.7067607,0.670760266,0.371237292,0.316408746
262,0.297227443,0.256085998,0.232869797,0.223827443,0.213106411,0.249709249,0.402312344,0.626444359,0.652670722,0.547661995,0.45238609,0.308856618,0.266774677,0.235811377,0.217452404,0.21150888,0.222489238,0.340365481,0.571781464,0.695888356,0.688895068,0.503721837,0.485134583,0.363644248,0.303461303,0.258043842,0.250288253,0.238670486,0.218228145,0.216579871,0.383270161,0.652747454,0.722734509,0.509529396,0.414747234,0.3144395,0.274763327,0.244625935,0.224555325,0.220744445,0.210578707,0.190756103,0.277919826,0.554317031,0.702338897,0.66910335,0.409065011,0.335485126
263,0.346285117,0.296567206,0.26778259,0.281353592,0.277045276,0.403632462,0.596749572,0.726038185,0.766791482,0.652574765,0.54172531,0.379902287,0.325448715,0.282189033,0.256056462,0.267814932,0.288761536,0.482556768,0.63234529,0.720229129,0.752507043,0.623530976,0.591045921,0.409399804,0.352922151,0.303489036,0.273234294,0.291561399,0.2859054,0.454236518,0.613281408,0.727552428,0.785420417,0.620878643,0.48557042,0.354362779,0.309017069,0.267476821,0.251737092,0.258844483,0.269142852,0.240051447,0.448542509,0.699555991,0.807259149,0.669663608,0.494740196,0.389183474
264,0.326792315,0.280751145,0.253216333,0.263305433,0.252589763,0.392680341,0.620369475,0.744371241,0.746193199,0.630182894,0.519488791,0.352491475,0.308598958,0.270039295,0.247418342,0.258925958,0.296075365,0.502268736,0.616467877,0.741148993,0.771368573,0.650707214,0.559438887,0.3759275,0.330462452,0.287636467,0.259417287,0.267723013,0.26665127,0.401648541,0.542804207,0.741387841,0.770428681,0.601200402,0.485991475,0.32798079,0.287233924,0.253058141,0.237447391,0.245972587,0.257286156,0.232225779,0.460176316,0.704950414,0.788308778,0.638377228,0.472790848,0.366037715
265,0.31230383,0.276044357,0.248637369,0.263003674,0.255116538,0.379002162,0.581972071,0.724217869,0.746488866,0.60780929,0.50409307,0.34241303,0.307763804,0.271783417,0.245694616,0.25868573,0.27577878,0.46001644,0.589423425,0.729907369,0.751712482,0.589282892,0.542875017,0.378461334,0.316836988,0.271185118,0.27520075,0.282266565,0.283095079,0.415113561,0.643483289,0.721123663,0.792706137,0.58823713,0.456916883,0.334461393,0.297791034,0.261732031,0.249070476,0.25193568,0.266398232,0.253460164,0.402478062,0.70869719,0.794614169,0.654210882,0.437946252,0.351196399
266,0.269812541,0.242373601,0.215706052,0.207978697,0.203687294,0.273259695,0.407923047,0.62429792,0.641986726,0.453994609,0.383532441,0.270839323,0.242946324,0.215282673,0.200629029,0.188328706,0.188898727,0.288181499,0.447484517,0.661686388,0.66072574,0.427197834,0.384680737,0.303997754,0.267324115,0.236391609,0.227896407,0.215687951,0.204413754,0.179324287,0.354938466,0.66478612,0.713342225,0.531963214,0.393472888,0.289724705,0.253078124,0.225390834,0.209988696,0.193427441,0.187218571,0.185086933,0.283574311,0.553852169,0.73021669,0.653826331,0.354331709,0.294310148
267,0.257034614,0.208970625,0.206865034,0.201955079,0.181013548,0.210921208,0.254444893,0.310397722,0.331338306,0.282908767,0.307407583,0.274376932,0.269929006,0.237835263,0.215913664,0.21522845,0.202823745,0.199074428,0.238936105,0.281499042,0.317587563,0.280853641,0.304838708,0.293961622,0.279425341,0.236083326,0.239284405,0.224887877,0.222324615,0.200252003,0.234860775,0.335626238,0.350782115,0.326505145,0.314668077,0.290681587,0.263299758,0.244165238,0.22669311,0.214385923,0.212840276,0.196695686,0.24653988,0.35389683,0.335660791,0.297030288,0.271763207,0.26984891
268,0.249835488,0.231490317,0.20403723,0.199783626,0.171981535,0.201455682,0.218867035,0.29903884,0.331976742,0.281919372,0.292689897,0.251910272,0.262296768,0.23308079,0.208725072,0.188477631,0.181988311,0.1906216,0.211985284,0.245610728,0.34147005,0.28873756,0.291316711,0.27325543,0.261847675,0.228597117,0.231999303,0.196903544,0.19400519,0.225606307,0.270332617,0.309639512,0.336233782,0.306885151,0.279221973,0.260301009,0.244860644,0.223857196,0.200415101,0.187410956,0.195788972,0.173713143,0.232619644,0.324816374,0.33897882,0.288015281,0.235417189,0.24155734
269,0.524929745,0.410223975,0.352198671,0.388890426,0.405434665,0.55117312,0.706362395,0.756996404,0.826933553,0.752508054,0.69455116,0.578632356,0.473503804,0.366191995,0.310797792,0.330238427,0.385948908,0.615715093,0.638856299,0.711774559,0.785540278,0.782211748,0.700341682,0.607275787,0.518622249,0.363579713,0.355689459,0.422909324,0.435745313,0.647162316,0.692671869,0.76332053,0.807843289,0.778519341,0.6781599,0.579989924,0.444379797,0.33455792,0.315345454,0.311329336,0.380330952,0.430229039,0.61861691,0.62714238,0.815710692,0.764757026,0.671987966,0.582586255
270,0.581077909,0.465266456,0.342959667,0.408359357,0.433951586,0.590218041,0.72770296,0.777764485,0.842049482,0.785652289,0.740749694,0.630887671,0.529594723,0.398005815,0.319308643,0.343681441,0.402060969,0.652048336,0.684606312,0.743579793,0.80340125,0.762007347,0.737933913,0.660654318,0.57713264,0.469541519,0.381002427,0.437767577,0.461268053,0.704713325,0.749555728,0.808206332,0.85328641,0.781448896,0.690385107,0.635355252,0.490927407,0.3367964,0.319896486,0.315299194,0.384723935,0.466689014,0.613605163,0.711853214,0.831598506,0.814520697,0.709985112,0.62301455
271,0.446927104,0.367998076,0.292953474,0.307113796,0.307332001,0.445608135,0.633044741,0.703794568,0.802238921,0.724488675,0.673014153,0.513535649,0.413050153,0.320962678,0.279218477,0.281360653,0.315168552,0.571593566,0.683834405,0.684184734,0.755593471,0.707129562,0.659664575,0.539908031,0.456731424,0.371036862,0.329505602,0.330947089,0.336336305,0.55366227,0.703483612,0.739493829,0.808900283,0.755483285,0.622127485,0.504509218,0.385945004,0.306674877,0.278037526,0.266678525,0.304973876,0.407237454,0.544818819,0.735469004,0.786954667,0.79548185,0.620688824,0.499845367
272,0.512089812,0.389394511,0.316179857,0.358182946,0.376815675,0.548960254,0.71058438,0.755627367,0.828632833,0.750461805,0.703490045,0.578883572,0.463789111,0.332706991,0.293442644,0.320239779,0.375904188,0.649805202,0.714167889,0.723233344,0.785069256,0.751951144,0.696657577,0.604507477,0.511860072,0.391010822,0.331671278,0.395064457,0.410219201,0.658382901,0.712744137,0.815349606,0.839433109,0.765378941,0.64444749,0.557847581,0.394546801,0.295830632,0.288447115,0.293125638,0.356801848,0.477437249,0.584086031,0.69477013,0.819750095,0.771244081,0.670713354,0.573783866
273,0.485979702,0.382387966,0.307909067,0.339390763,0.342817045,0.443992864,0.656182382,0.732344419,0.822001353,0.750266024,0.690184552,0.554579558,0.448860269,0.345140563,0.293246388,0.30648283,0.335887702,0.574915948,0.68485428,0.71928351,0.785725904,0.757359039,0.683171335,0.585694163,0.486872302,0.376753473,0.320663506,0.344705858,0.349315432,0.603997481,0.675185431,0.822050377,0.839959042,0.778311025,0.63421818,0.556862805,0.417188104,0.311526976,0.295840735,0.296744078,0.325875371,0.430332164,0.578828314,0.673662687,0.809704912,0.790363187,0.66029328,0.548354194
274,0.469722106,0.371103004,0.304501913,0.32469131,0.324810508,0.430432623,0.638357594,0.723038094,0.795586105,0.734692397,0.655563259,0.527041191,0.425728729,0.347080426,0.284753684,0.298456071,0.325594995,0.553894277,0.663449401,0.747037989,0.770244952,0.750212727,0.686906162,0.562299573,0.468146195,0.371111526,0.317469016,0.319767477,0.329101659,0.509356331,0.649680005,0.76380574,0.822474609,0.76471253,0.628482682,0.530699307,0.421143152,0.322210756,0.291291459,0.286466689,0.309932086,0.402229247,0.548345863,0.651881877,0.803828265,0.77435597,0.642727727,0.526652336
275,0.361486912,0.329071709,0.277984477,0.258070004,0.287227965,0.298170551,0.426654949,0.518701136,0.624173639,0.599028545,0.601188663,0.424506743,0.350914779,0.313953321,0.281552922,0.277594085,0.287644242,0.478847272,0.520381759,0.521803378,0.561383,0.615687806,0.547154298,0.476401548,0.397659526,0.326564859,0.318608943,0.299401994,0.265428457,0.359112122,0.512397118,0.58104431,0.649302963,0.56855643,0.583583799,0.401549504,0.393768695,0.314987329,0.279397121,0.275756842,0.278955059,0.314180095,0.452223553,0.468136492,0.56925419,0.619181918,0.550893817,0.450423068
276,0.254334944,0.231994455,0.216268021,0.207306725,0.20158062,0.219540708,0.325271095,0.488128658,0.489405819,0.396961378,0.335491573,0.259939967,0.240740324,0.218830524,0.205862586,0.196162174,0.189169174,0.238015317,0.41455737,0.547261241,0.592071836,0.41978331,0.422403239,0.293454433,0.258742163,0.237200741,0.224557206,0.212568625,0.203240049,0.198293906,0.395137057,0.56172045,0.59327373,0.539079138,0.373518748,0.276963245,0.261159621,0.23490011,0.219584765,0.210359072,0.20281529,0.184136124,0.360426434,0.535449465,0.625489569,0.590229042,0.342855531,0.297444661
277,0.281787012,0.250726622,0.229646742,0.224539815,0.209852799,0.251903211,0.371091792,0.568185204,0.585504224,0.469574133,0.382036887,0.284094219,0.256611735,0.229031833,0.212189082,0.200725234,0.192832989,0.307431596,0.551130237,0.624787443,0.649094508,0.512941467,0.450912643,0.34299748,0.283584208,0.253633205,0.239467677,0.224488983,0.211503992,0.220925751,0.456685939,0.599925005,0.651057926,0.607077947,0.461047944,0.320957104,0.285452035,0.254228585,0.234697564,0.223323582,0.209586794,0.1904847,0.356184228,0.586611996,0.68370321,0.644290406,0.378407562,0.327395463
278,0.277563494,0.252401355,0.228612825,0.221764334,0.207930455,0.230793948,0.375985893,0.559569017,0.563139154,0.429431966,0.361825073,0.276005229,0.247690355,0.223257454,0.207669132,0.196903412,0.197065783,0.316599406,0.481512423,0.611311386,0.621153676,0.480610282,0.439826442,0.335857632,0.281169998,0.252314507,0.240548403,0.226265841,0.213405991,0.228866155,0.467672513,0.611729021,0.643778238,0.529949946,0.441953999,0.316618683,0.283384412,0.255145328,0.232818874,0.22302999,0.206636335,0.188630172,0.346796161,0.570874519,0.674513351,0.615832797,0.37666453,0.319717656
279,0.279011894,0.246259655,0.228058799,0.219181699,0.203269748,0.23469357,0.360656751,0.554020672,0.540694796,0.387656798,0.33931217,0.26030551,0.234410919,0.211937265,0.198673863,0.190506737,0.179531804,0.272068874,0.445086252,0.611277257,0.631094144,0.458887289,0.453793904,0.334856561,0.27768233,0.252413861,0.239507839,0.228106379,0.218095818,0.203046667,0.417936134,0.609243277,0.654567772,0.530525004,0.437067027,0.326750741,0.280607329,0.249195827,0.229833492,0.218942097,0.202419502,0.183288143,0.365704458,0.553804257,0.648739517,0.625340237,0.378922284,0.32397719
280,0.272714581,0.2472064,0.22496994,0.215944462,0.202931726,0.229208917,0.372576739,0.552286478,0.543404509,0.414096276,0.360860132,0.284152484,0.250672476,0.22542596,0.209062536,0.196781279,0.198086385,0.324842757,0.434028302,0.590579977,0.611634454,0.451253103,0.448186787,0.325056225,0.275840846,0.249130667,0.238272178,0.222777841,0.210755496,0.209607753,0.453539266,0.613247253,0.636304577,0.465732917,0.410387343,0.31287055,0.276954956,0.246543104,0.225594452,0.21762009,0.203194099,0.181387069,0.323887784,0.544019587,0.6404292,0.610378816,0.379302329,0.318870109
281,0.365312541,0.376440821,0.383791977,0.41362857,0.407911447,0.409629958,0.351006567,0.462122777,0.496214982,0.41289788,0.393692804,0.380807122,0.373012458,0.362608124,0.357098731,0.40609228,0.432267324,0.386606567,0.355957993,0.374299735,0.465818417,0.374646884,0.416061094,0.371546385,0.366760226,0.363661713,0.386670615,0.450806542,0.462233874,0.393352167,0.401681954,0.471799274,0.494744096,0.414940403,0.391178422,0.349591796,0.342714809,0.355994181,0.363956781,0.403483912,0.433930345,0.363293892,0.352451617,0.457499638,0.451581123,0.387258935,0.336644904,0.330203292
282,0.22124437,0.200467886,0.198292078,0.199521653,0.194337734,0.209528511,0.214845306,0.420406556,0.411752402,0.2665785,0.240843128,0.221163085,0.206502138,0.193743587,0.189553647,0.189629836,0.191195417,0.192394584,0.224477338,0.401476425,0.433576177,0.250199288,0.246251209,0.220618238,0.207439489,0.196678012,0.190584334,0.189815031,0.186928731,0.19251782,0.282177646,0.406544421,0.426597754,0.243796153,0.221123462,0.201870218,0.19820789,0.188912409,0.187127536,0.184984808,0.182650347,0.181466342,0.292045838,0.389960564,0.299569747,0.240010127,0.199788769,0.198221486
283,0.241186928,0.216750672,0.21199499,0.207065241,0.198088381,0.218638738,0.252602713,0.500346072,0.456639893,0.27969853,0.25454665,0.242911505,0.226074154,0.20751736,0.197663729,0.194037334,0.190650456,0.195961507,0.292410478,0.492222576,0.490934199,0.243028067,0.241941277,0.228744162,0.214157616,0.197882901,0.190901438,0.190758459,0.182857297,0.19068203,0.267725504,0.45284367,0.508424957,0.273116129,0.239592699,0.21745481,0.215848568,0.197908975,0.189185558,0.186320532,0.181111471,0.182611392,0.355589034,0.469312587,0.329319501,0.259176559,0.210552967,0.213135405
284,0.388791277,0.365303874,0.391983084,0.42957375,0.390335776,0.421416552,0.433133551,0.554878434,0.573532699,0.510783269,0.482742239,0.400185639,0.335844643,0.343066621,0.362651326,0.401458455,0.416143249,0.389891202,0.455296044,0.550484444,0.582382486,0.487083207,0.530592479,0.459910151,0.401091497,0.34626318,0.36420362,0.443434251,0.463724258,0.457917933,0.529736696,0.588176264,0.600339087,0.532843915,0.490051339,0.414514423,0.350090027,0.30905932,0.386942212,0.42566862,0.447931635,0.415657933,0.429254245,0.535119732,0.527644121,0.49000465,0.407863681,0.357875714
285,0.234352819,0.21376513,0.20727333,0.201215716,0.19242557,0.192988505,0.228620374,0.369857342,0.402422016,0.287633831,0.24660413,0.222684577,0.213402948,0.203257464,0.193626316,0.18824768,0.183316027,0.188803968,0.201006728,0.492195961,0.484054749,0.275939068,0.253002894,0.235287875,0.217012347,0.208435464,0.196555147,0.193178684,0.187594743,0.176986116,0.248783477,0.479007065,0.528451598,0.423444443,0.290581214,0.248065699,0.238368521,0.209560092,0.204499182,0.197066977,0.188025274,0.178458431,0.227349966,0.406490339,0.482605063,0.379891392,0.248055077,0.233902509
286,0.231775864,0.213488413,0.20469098,0.200046266,0.192601144,0.193180825,0.219299451,0.336554422,0.396184846,0.309687299,0.257276295,0.222532463,0.209727902,0.198423407,0.192479325,0.187114755,0.183507818,0.183915964,0.209416827,0.434686324,0.447483991,0.320522362,0.291972254,0.243709398,0.219613273,0.209084155,0.19720987,0.194889062,0.188348489,0.179063441,0.237504726,0.445234284,0.524486936,0.398425021,0.288920809,0.238140343,0.236859084,0.206790215,0.202004417,0.194501561,0.185110719,0.17560263,0.242430254,0.434253009,0.489187731,0.390296662,0.262640155,0.248736714
287,0.233257815,0.212311436,0.20601904,0.199392837,0.19088968,0.193582505,0.229883242,0.374545288,0.387985713,0.302922117,0.252366029,0.224150075,0.216117787,0.203324283,0.195048527,0.189983447,0.183387919,0.201782141,0.242637891,0.471450225,0.464064813,0.293075514,0.269032402,0.240317284,0.219284935,0.206624917,0.19787417,0.195345728,0.189087726,0.178991799,0.281980576,0.447014436,0.518082829,0.380102638,0.27591415,0.242466968,0.236312064,0.208804846,0.203787844,0.196956697,0.188588744,0.179487556,0.244614103,0.390699928,0.442602413,0.328295711,0.234079776,0.225390678
288,0.239008749,0.216929706,0.211327107,0.205210921,0.196820268,0.20856345,0.24792573,0.386096496,0.409105006,0.323857651,0.275495686,0.237295626,0.223322223,0.209614435,0.20264048,0.197160858,0.191697988,0.214922441,0.292317397,0.487154813,0.488859055,0.341847531,0.320544835,0.261951916,0.231346673,0.215583506,0.20601208,0.204447708,0.197260526,0.186769935,0.300138807,0.441285874,0.525127724,0.369589418,0.280899061,0.231728739,0.239137011,0.209236569,0.204748575,0.197929428,0.189039429,0.179957241,0.251419685,0.441409374,0.499392827,0.376249098,0.253396344,0.238837234
289,0.225053087,0.207380773,0.195312653,0.188448836,0.18814022,0.194466676,0.224299144,0.34446696,0.363791435,0.314568805,0.292696157,0.241168808,0.228974781,0.206369264,0.190015861,0.184470838,0.17377843,0.19772496,0.226147577,0.342340761,0.363891015,0.305186744,0.306992928,0.253608656,0.238269824,0.220393992,0.205850874,0.201337952,0.191987525,0.18730824,0.263440254,0.38059457,0.419101805,0.3524491,0.295174628,0.2488013,0.242514568,0.212333111,0.206799146,0.199155373,0.190279576,0.185663359,0.251935329,0.336615741,0.391388884,0.344636542,0.279028145,0.267184105
290,0.290968872,0.257264677,0.233134888,0.223121659,0.209472498,0.227906703,0.485239037,0.682588439,0.704369843,0.5942267,0.448165555,0.316090416,0.29362849,0.25256362,0.229503385,0.224803389,0.220709383,0.320408958,0.506967614,0.692577971,0.712199064,0.524779284,0.47407685,0.358530012,0.304612065,0.263003082,0.257784354,0.242506966,0.225377131,0.240753726,0.400541461,0.661950552,0.747913337,0.60147775,0.451881376,0.330310996,0.294024565,0.264408999,0.237688705,0.227202927,0.220630641,0.208786849,0.341079273,0.596315726,0.747310313,0.672085011,0.397422215,0.354955834
291,0.285945083,0.253092248,0.232126633,0.222180139,0.207303583,0.224584205,0.492748787,0.647385347,0.659718323,0.557451658,0.439996142,0.312303349,0.290686569,0.251740377,0.230904285,0.22792421,0.219737782,0.313236835,0.49499999,0.639532315,0.676468684,0.527872091,0.479262708,0.356267006,0.303567873,0.258317843,0.254583201,0.240746424,0.223348262,0.264177861,0.426015551,0.679481224,0.715495635,0.585020928,0.437657476,0.325448183,0.289299867,0.260255735,0.237615325,0.229967815,0.21941307,0.245963344,0.408866756,0.637431605,0.714954325,0.631228612,0.389584725,0.345279804
292,0.302809044,0.253938048,0.230757485,0.219611373,0.202908134,0.227945537,0.518910418,0.702516276,0.728437152,0.604315435,0.470028021,0.334245284,0.308539701,0.261646292,0.230774936,0.22712722,0.215745784,0.32245896,0.548201514,0.689609927,0.730736662,0.544304106,0.496731897,0.372259933,0.318781986,0.269754839,0.26397477,0.24612218,0.226779945,0.248798721,0.43816199,0.670528157,0.776195048,0.643243242,0.481981685,0.35114385,0.305394075,0.268392496,0.23748132,0.217985744,0.218779708,0.222103979,0.401526322,0.648581151,0.775533636,0.685188077,0.410199236,0.367927926
293,0.343884971,0.304353107,0.302403919,0.291490286,0.277526444,0.310576401,0.334396238,0.470700009,0.476657226,0.356024638,0.353434596,0.338143611,0.347666076,0.307713074,0.2971832,0.281504992,0.270069131,0.283183828,0.318428399,0.540120841,0.515020047,0.360675868,0.374839824,0.360262847,0.348012402,0.338076846,0.309425615,0.321693769,0.310309304,0.287473137,0.374534072,0.512701763,0.473387127,0.434965718,0.379285818,0.345659496,0.333017377,0.317760438,0.31349938,0.304789562,0.301156685,0.277686315,0.413224603,0.508089431,0.47228834,0.409703657,0.345732152,0.343844659
294,0.296707693,0.270780032,0.255310157,0.240557918,0.221395814,0.23638442,0.260802899,0.437785529,0.434797303,0.308781823,0.292369012,0.279534037,0.283711485,0.260227987,0.239832094,0.22675094,0.218291584,0.226140641,0.263177668,0.494069136,0.495766975,0.325561528,0.320573895,0.312712673,0.296905203,0.280565299,0.266523386,0.25016739,0.237102803,0.230618656,0.331479862,0.483478821,0.495661211,0.40117624,0.336555325,0.304593335,0.298082592,0.276937744,0.26308718,0.246188894,0.244337303,0.226597429,0.393710811,0.485802081,0.486948178,0.395555979,0.312561746,0.304929155
